abattu,
cornee,
corner,
cornes,
cornes,
cornet,
corsee,
corser,
corses,
corset,
cossue,
cossus,
coteau,
cotons,
couche,
couche,
coudes,
coudre,
coulee,
couler,
coules,
couple,
coupon,
courbe,
courbe,
courge,
courir,
course,
courte,
courts,
courue,
courus,
cousin,
coutee,
couter,
coutes,
coyote,
crabes,
craies,
crampe,
cranee,
craner,
cranes,
cranes,
crasse,
crayon,
creche,
credit,
crepes,
crevee,
crever,
creves,
crimes,
crises,
crosse,
croupe,
croute,
cruche,
cruels,
cubain,
cupide,
cygnes,
dagues,
dalles,
damage,
damnee,
damner,
damnes,
danger,
danois,
dansee,
danser,
danses,
danses,
dardee,
darder,
dardes,
dattes,
debile,
debits,
debout,
debris,
debuts,
dechet,
declic,
declin,
decues,
dedain,
dedale,
dedans,
dediee,
dedier,
dedies,
defaut,
defiee,
defier,
defies,
degout,
degres,
dehors,
delais,
delice,
delire,
deluge,
demain,
denier,
denuee,
denuer,
denues,
depots,
depute,
desert,
design,
desirs,
dessin,
dessus,
destin,
desuet,
detail,
detenu,
detour,
dettes,
deuils,
devant,
devine,
devots,
dictee,
dicter,
dictes,
dicton,
diluee,
diluer,
dilues,
dindes,
dindon,
diners,
dingue,
direct,
docile,
dodues,
doigts,
domino,
donjon,
dorade,
dormir,
dorure,
dosage,
doseur,
douane,
double,
double,
douces,
douche,
drague,
drague,
drapee,
draper,
drapes,
drogue,
drogue,
droite,
droits,
droles,
druide,
duplex,
durcie,
durcir,
durcis,
duvets,
ebahie,
ebahir,
ebahis,
ebloui,
echecs,
eclats,
ecrans,
ecrire,
ecrite,
ecrits,
ecurie,
editee,
editer,
edites,
effare,
effets,
effort,
effroi,
egalee,
egaler,
egales,
egales,
egards,
egaree,
egarer,
egares,
egayee,
egayer,
egayes,
elimee,
elimer,
elimes,
elixir,
emaner,
emeute,
emotif,
emplie,
emplir,
emplis,
emploi,
encore,
encres,
enflee,
enfler,
enfles,
enigme,
enjeux,
enjoue,
ennuis,
enorme,
entree,
entrer,
entres,
envahi,
nviee,
envier,
envies,
envies,
envois,
epatee,
epater,
epates,
epaule,
epaule,
epelee,
epeler,
epeles,
epicee,
epicer,
epices,
epices,
epilee,
epiler,
epiles,
eponge,
eponge,
epouse,
epouse,
epuree,
epurer,
epures,
erodee,
eroder,
erodes,
erosif,
erreur,
escroc,
espece,
espion,
espoir,
esprit,
etages,
etalon,
etangs,
etapes,
etendu,
etiree,
etirer,
etires,
etoffe,
etoffe,
etoile,
etoile,
etoles,
etroit,
etudes,
etudie,
evadee,
evader,
evades,
evalue,
evitee,
eviter,
evites,
evolue,
exacte,
exclus,
exigee,
exiger,
exiges,
exilee,
exiler,
exiles,
expert,
export,
expres,
exquis,
fables,
fachee,
facher,
faches,
facile,
fagots,
faille,
fameux,
famine,
farcie,
farcir,
farcis,
fardee,
farder,
fardes,
farine,
farine,
fatale,
faucon,
fausse,
fautes,
fautif,
fauves,
faveur,
favori,
feinte,
feinte,
feline,
felins,
femmes,
femurs,
fentes,
fermee,
fermer,
fermes,
ferree,
ferrer,
ferres,
fessee,
fesser,
fesses,
fesses,
festif,
festin,
fetard,
fetide,
feutre,
feutre,
fiasco,
fibres,
fichee,
ficher,
fiches,
fiches,
fiesta,
fievre,
figure,
figure,
filles,
filmee,
filmer,
filmes,
filtre,
filtre,
finale,
fiscal,
flacon,
flambe,
flamme,
flancs,
flaner,
flaque,
fleaux,
flemme,
fleuri,
fleurs,
fleuve,
flirts,
flocon,
floral,
flouee,
flouer,
floues,
floues,
fluide,
flutes,
fœtal,
fœtus,
foirer,
foires,
foncee,
foncer,
fonces,
fondre,
fondue,
fondus,
forcee,
forcer,
forces,
format,
formee,
former,
formes,
formes,
foudre,
fourmi,
fourni,
foutue,
foutus,
fraise,
frappe,
frappe,
fraude,
fraude,
freine,
freins,
frelon,
fremir,
friand,
friche,
frisee,
friser,
frises,
frites,
froide,
froids,
fronde,
fronts,
frugal,
fruits,
fuguer,
fuites,
fumant,
fumets,
fureur,
furtif,
fusain,
fusils,
fusion,
futons,
future,
futurs,
fuyard,
gachee,
gacher,
gaches,
gaffee,
gaffer,
gaffes,
gaffes,
gagnee,
gagner,
gagnes,
gainee,
gainer,
gaines,
gaines,
galbee,
galber,
galbes,
galope,
galops,
gamine,
gamins,
gantee,
ganter,
gantes,
garcon,
gardee,
garder,
gardes,
garnie,
garnir,
garnis,
gasoil,
gateau,
gatees,
gateux,
gauche,
geants,
geisha,
gercee,
gercer,
gerces,
germer,
germes,
gesier,
ghetto,
giflee,
gifler,
gifles,
gifles,
gigolo,
gigots,
girafe,
gitane,
gitans,
givree,
givrer,
givres,
glacee,
glacer,
glaces,
glaces,
glanee,
glaner,
glanes,
global,
globes,
gloire,
glotte,
gobage,
gosier,
gospel,
gosses,
goulot,
gourde,
goutee,
gouter,
goutes,
gradee,
grader,
grades,
grades,
gramme,
grands,
grange,
granit,
grappe,
grasse,
gratin,
gravee,
graver,
graves,
greler,
griefs,
griffe,
griffe,
grigri,
grisee,
griser,
grises,
grises,
grisou,
grosse,
groupe,
groupe,
guerir,
guidon,
habile,
habite,
habits,
hachee,
hacher,
haches,
haches,
hagard,
hamacs,
hameau,
hammam,
hanche,
hangar,
hantee,
hanter,
hantes,
happee,
happer,
happes,
harems,
hareng,
harpie,
harpon,
hasard,
hebdos,
helice,
helico,
hennir,
herses,
homard,
hommes,
hotels,
huilee,
huiler,
huiles,
huiles,
huitre,
humain,
humble,
humeur,
humide,
humour,
hurlee,
hurler,
hurles,
huttes,
icones,
ideaux,
idiote,
idiots,
idoles,
idylle,
igloos,
ignare,
imagee,
imager,
images,
images,
imitee,
imiter,
imites,
impact,
impair,
impoli,
import,
impure,
impurs,
inapte,
indice,
indics,
indien,
indigo,
inegal,
inerte,
infame,
infime,
infini,
injure,
intrus,
ironie,
irreel,
isolee,
isoler,
isoles,
ivoire,
jabots,
jactee,
jacter,
jactes,
jaloux,
jamais,
jambes,
jambon,
japper,
jardin,
jasmin,
jaunes,
jaunir,
jetons,
jeuner,
jeunes,
jolies,
jouets,
joueur,
joujou,
joyaux,
joyeux,
junior,
jupons,
jurons,
juteux,
labels,
labeur,
lacets,
laches,
lacune,
lagune,
laides,
laines,
lampee,
lamper,
lampes,
lampes,
lancee,
lancer,
lances,
lances,
langue,
lapine,
lapins,
lardon,
larvee,
larves,
larynx,
lascar,
lasers,
latino,
lavabo,
lavage,
leader,
lechee,
lecher,
leches,
legaux,
lesion,
lettre,
leurre,
leurre,
levain,
levier,
levure,
liasse,
licite,
lievre,
lignes,
liguee,
liguer,
ligues,
ligues,
lionne,
listee,
lister,
listes,
listes,
litige,
litres,
livree,
livrer,
livres,
livres,
livret,
loggia,
longue,
lotion,
loupee,
louper,
loupes,
loupes,
lourde,
lourds,
loyale,
loyaux,
loyers,
lutter,
luttes,
luxure,
lychee,
machee,
macher,
maches,
machos,
madame,
maigre,
maires,
mairie,
maison,
maitre,
majeur,
malade,
malice,
maline,
malins,
malles,
mamans,
mandat,
manege,
mangee,
manger,
manges,
mangue,
maniee,
manier,
manies,
manioc,
manoir,
manque,
manque,
manuel,
maquis,
marbre,
marbre,
marges,
marine,
marins,
marron,
martyr,
massee,
masser,
masses,
masses,
mature,
maudit,
meches,
medias,
medium,
meduse,
mefait,
mefiee,
mefier,
mefies,
melons,
membre,
menace,
meneur,
menhir,
menthe,
mentir,
mepris,
merdee,
merder,
merdes,
merdes,
messes,
miasme,
micron,
micros,
miette,
mignon,
migrer,
milieu,
minces,
mincir,
mineur,
minuit,
minute,
mirage,
miroir,
miteux,
mitige,
mixeur,
mixtes,
mobile,
moches,
moelle,
mœurs,
moisie,
moisir,
moisis,
molles,
montee,
monter,
montes,
montre,
montre,
moquee,
moquer,
moques,
mordre,
mordue,
mordus,
mortel,
mortes,
morues,
motard,
motels,
moteur,
motifs,
moulin,
moudre,
moulue,
moulus,
mourir,
mousse,
moyens,
muesli,
muette,
muffin,
mufles,
muguet,
mulots,
museau,
myopes,
myopie,
nacree,
nacrer,
nacres,
nacres,
naines,
natifs,
nation,
native,
nature,
nausee,
navree,
navrer,
navres,
nectar,
neiger,
neiges,
nichee,
nicher,
niches,
niches,
nocifs,
nocive,
nœuds,
normal,
notion,
nuages,
nulles,
numero,
nymphe,
obeses,
objets,
obscur,
oceane,
oceans,
odeurs,
odieux,
œuvre,
offert,
office,
offres,
oignon,
oiseau,
oisifs,
oisive,
olives,
ombree,
ombrer,
ombres,
ombres,
oncles,
ongles,
onglet,
opiace,
opiner,
option,
ordres,
ordure,
orteil,
orties,
osmose,
osseux,
otages,
otites,
oublis,
oursin,
ourson,
outils,
ouvert,
ouvrir,
ovaire,
ovales,
ovines,
ovoide,
ovulee,
ovuler,
ovules,
ovules,
pactes,
paella,
pagaie,
pagnes,
paires,
palace,
palais,
palets,
paleur,
palier,
palmee,
palmer,
palmes,
palmes,
palpee,
palper,
palpes,
panade,
panels,
panier,
panini,
pannes,
pansee,
panser,
panses,
panses,
pantin,
panure,
papaye,
papier,
parade,
parage,
pardon,
pareil,
parent,
pareos,
parfum,
pariee,
parier,
paries,
parlee,
parler,
parles,
parois,
parole,
partie,
partir,
partis,
parure,
parvis,
passee,
passer,
passes,
passif,
pastis,
patate,
patchs,
pateux,
patron,
pattes,
pature,
paumee,
paumer,
paumes,
paumes,
pauses,
pauvre,
pavots,
payant,
payeur,
paysan,
pedale,
pedalo,
peigne,
peigne,
peinee,
peiner,
peines,
peines,
pelage,
penaud,
pendre,
pendue,
pendus,
pensee,
penser,
penses,
pensif,
pentes,
pentue,
pentus,
pepins,
pepite,
percee,
percer,
perces,
perche,
perche,
perdre,
perdue,
perdus,
perils,
perlee,
perler,
perles,
perles,
permis,
perron,
persan,
persil,
pertes,
pester,
pestes,
petite,
petits,
petons,
petrie,
petrin,
petrir,
petris,
peuple,
peuple,
phares,
phases,
photos,
phrase,
pianos,
pichet,
pieces,
piegee,
pieger,
pieges,
pieges,
pierre,
pigeon,
pilier,
pincee,
pincer,
pinces,
pinces,
pinede,
pingre,
pipeau,
pirate,
pirate,
pivots,
pixels,
pizzas,
placee,
placer,
places,
places,
plages,
plaine,
planee,
planer,
planes,
plante,
plante,
plants,
plaque,
plaque,
plasma,
platre,
pleine,
pleins,
pleurs,
plombe,
plombs,
plonge,
plonge,
plumee,
plumer,
plumes,
plumes,
pochee,
pocher,
poches,
poches,
podium,
poelee,
poeler,
poeles,
poeles,
poemes,
poesie,
poetes,
poigne,
poilue,
poilus,
poings,
pointe,
points,
poires,
poison,
poisse,
police,
polies,
pommes,
pompee,
pomper,
pompes,
pompes,
poncee,
poncer,
ponces,
pondre,
pondue,
pondus,
portee,
porter,
portes,
portes,
postal,
postee,
poster,
postes,
postes,
potage,
poteau,
potins,
potion,
pouces,
poudre,
poudre,
poulet,
poulie,
poulpe,
poumon,
poupee,
poupes,
pourri,
pourvu,
poutre,
prenom,
priere,
primee,
primer,
primes,
primes,
prince,
prisee,
priser,
prises,
prises,
prisme,
prison,
privee,
priver,
prives,
proces,
proche,
profil,
profit,
proies,
projet,
pronom,
propos,
propre,
proses,
prudes,
prunes,
puante,
puants,
public,
puceau,
pudeur,
puisee,
puiser,
puises,
purees,
purgee,
purger,
purges,
puzzle,
querir,
quetee,
queter,
quetes,
quetes,
quidam,
quille,
quinoa,
quitte,
quitte,
rabais,
racine,
racket,
raclee,
racler,
racles,
radars,
radeau,
radine,
radins,
radios,
radius,
rafale,
raffut,
rafiot,
raflee,
rafler,
rafles,
rafles,
rageur,
ragots,
ragout,
raides,
raidie,
raidir,
raidis,
raison,
rameau,
rameur,
ramper,
rampes,
rangee,
ranger,
ranges,
rapace,
rapide,
rasade,
rasage,
raseur,
ration,
ratios,
rature,
rayees,
rayons,
rayure,
reagir,
rebord,
recent,
recits,
reflux,
refuge,
regard,
reggae,
regime,
region,
reglee,
regler,
regles,
regles,
regret,
reines,
relais,
relief,
reliee,
relier,
relies,
remord,
remuee,
remuer,
remues,
rendre,
rendue,
rendus,
reniee,
renier,
renies,
repere,
repere,
requin,
residu,
restee,
rester,
restes,
retard,
retour,
reunie,
reunir,
reunis,
reveil,
revers,
revetu,
reveur,
rhumes,
rictus,
rideau,
rigolo,
rincee,
rincer,
rinces,
risque,
risque,
rituel,
rivage,
rivale,
rivaux,
rivets,
robots,
rocher,
rodeur,
rognon,
rompre,
rompue,
rompus,
rongee,
ronger,
ronges,
rosace,
rosier,
rouges,
rouget,
rougie,
rougir,
rougis,
roulee,
rouler,
roules,
routes,
royale,
royaux,
ruades,
rubans,
ruches,
ruelle,
ruinee,
ruiner,
ruines,
rumeur,
rupins,
russes,
rustre,
rythme,
sablee,
sabler,
sables,
sables,
sabord,
sabree,
sabrer,
sabres,
sabres,
sacree,
sacrer,
sacres,
sacres,
safari,
safran,
saines,
sainte,
saints,
saisie,
saisir,
saisis,
saison,
salade,
saline,
salins,
salles,
salons,
saltos,
saluee,
saluer,
salues,
saluts,
sangle,
sangle,
sapins,
satine,
satins,
saules,
saumon,
sautee,
sauter,
sautes,
sauvee,
sauver,
sauves,
savane,
savant,
saveur,
savoir,
scalps,
scenes,
schema,
scores,
scouts,
scribe,
script,
seance,
sechee,
secher,
seches,
seches,
secret,
sectes,
sejour,
sellee,
seller,
selles,
senile,
senior,
sentie,
sentir,
sentis,
serein,
sermon,
servie,
servir,
servis,
seuils,
seules,
sevree,
sevrer,
sevres,
sexuee,
sexuel,
sexues,
siecle,
sieges,
sieste,
signee,
signer,
signes,
signes,
sillon,
simple,
singee,
singer,
singes,
singes,
sirops,
situee,
situer,
situes,
skieur,
slalom,
slogan,
snobee,
snober,
snobes,
sobres,
social,
sodium,
sœurs,
soiree,
soldee,
solder,
soldes,
soldes,
soleil,
sombre,
sommee,
sommer,
sommes,
sommes,
sommet,
sondee,
sonder,
sondes,
sondes,
songer,
songes,
sonnee,
sonner,
sonnes,
sonore,
sorbet,
sortie,
sortir,
sortis,
sosies,
souche,
soucis,
soudee,
souder,
soudes,
soufre,
souper,
soupes,
souple,
source,
sourde,
sourds,
soyeux,
spasme,
sphinx,
spiral,
sports,
stades,
stands,
statue,
stereo,
stocks,
stores,
stress,
string,
styles,
sucree,
sucrer,
sucres,
sucres,
sueurs,
surfer,
surgir,
surnom,
tabacs,
tachee,
tacher,
taches,
taches,
taclee,
tacler,
tacles,
tacles,
tajine,
tampon,
tandem,
tapage,
tarama,
tarifs,
tartre,
tassee,
tasser,
tasses,
tasses,
tatami,
taudis,
taules,
teckel,
teinte,
teinte,
teints,
temple,
tenace,
tendon,
tennis,
tentee,
tenter,
tentes,
tentes,
tenues,
termes,
ternes,
ternie,
ternir,
ternis,
testee,
tester,
testes,
tetard,
themes,
ticket,
tiedie,
tiedir,
tiedis,
tigres,
timbre,
timide,
tintee,
tinter,
tintes,
tiques,
tireur,
tiroir,
tisane,
tissus,
titane,
titans,
titres,
toisee,
toiser,
toises,
tolard,
tomate,
tombee,
tomber,
tombes,
tombes,
tondre,
tondue,
tondus,
torche,
tordre,
tordue,
tordus,
tortue,
totale,
totaux,
totems,
touche,
touche,
tracee,
tracer,
traces,
traces,
trafic,
trahie,
trahir,
trahis,
traits,
trajet,
trappe,
tresor,
tribus,
trieur,
triple,
triste,
trompe,
trompe,
troncs,
trouee,
trouer,
troues,
truffe,
truffe,
truies,
truite,
tuerie,
tueurs,
tueuse,
tuiles,
tuyaux,
tympan,
vacant,
vaccin,
vaches,
vagins,
vagues,
valeur,
valise,
valsee,
valser,
valses,
valses,
vanite,
vannee,
vanner,
vannes,
vannes,
vantee,
vanter,
vantes,
vapeur,
variee,
varier,
varies,
veines,
velues,
vendre,
vendue,
vendus,
vengee,
venger,
venges,
ventee,
venter,
ventes,
ventes,
verbal,
verbes,
verdir,
verger,
verges,
vernie,
vernir,
vernis,
verole,
verrou,
verrue,
versee,
verser,
verses,
verset,
vertes,
vertus,
verves,
vetues,
vexees,
viable,
viaduc,
viager,
viande,
vibree,
vibrer,
vibres,
videos,
videur,
vierge,
vignes,
villas,
villes,
violee,
violer,
violes,
violet,
violon,
vipere,
virage,
virale,
viraux,
viseur,
vissee,
visser,
visses,
visuel,
vitale,
vitaux,
vitree,
vitrer,
vitres,
vitres,
vivace,
vivant,
vivres,
voguer,
voilee,
voiler,
voiles,
voiles,
voisin,
volage,
volant,
volcan,
volets,
voleur,
volume,
volute,
voulue,
voulus,
voutee,
vouter,
voutes,
voutes,
voyant,
voyeur,
voyous,
vraies,
vrille,
vulves
