abaissee,
captives,
capturee,
capturer,
captures,
captures,
capuches,
capuchon,
capucine,
carabine,
caramels,
carapace,
carburee,
carburer,
carbures,
cardigan,
cardinal,
caressee,
caresser,
caresses,
caresses,
caribous,
carotene,
carotide,
carrosse,
cascades,
cassante,
cassants,
cassette,
castings,
causante,
causants,
causette,
cavalier,
cavernes,
cavistes,
celerite,
cendrees,
cendrier,
censuree,
censurer,
censures,
censures,
centaure,
centieme,
centrale,
centrees,
centuple,
cerceaux,
cereales,
cerebral,
cerfeuil,
cerveaux,
cervelas,
cervelet,
cervelle,
cervical,
chagrins,
chahutee,
chahuter,
chahutes,
chalands,
chaleurs,
chambree,
chambrer,
chambres,
chambres,
chameaux,
chamelle,
chanceux,
chansons,
chantage,
chanteur,
chantier,
chapeaux,
chapelet,
chapelle,
chaperon,
chapitre,
charbons,
charcute,
chardons,
chargees,
chariots,
charisme,
charites,
charmant,
charmeur,
charnues,
chasseur,
châtains,
châteaux,
chatoyer,
chaudron,
chauffee,
chauffer,
chauffes,
chaussee,
chausser,
chausses,
chausson,
chauvins,
chaviree,
chavirer,
chavires,
chemisee,
chemiser,
chemises,
chemises,
chenille,
chequier,
cherchee,
chercher,
cherches,
chetives,
chevalet,
chevelue,
chevelus,
cheville,
chiantes,
chicoree,
chienlit,
chiennes,
chieuses,
chiffons,
chiffrer,
chiffres,
chignons,
chocolat,
chomages,
choquant,
chorales,
chouette,
chretien,
chuchote,
ciblages,
cimentee,
cimenter,
cimentes,
circuler,
classees,
clavecin,
clemence,
clemente,
clements,
clinique,
clochard,
clochees,
clochers,
cloitree,
cloitrer,
cloitres,
cloitres,
clopiner,
cloquees,
cloturee,
cloturer,
clotures,
cloutees,
coagulee,
coaguler,
coagules,
cocardes,
cocasses,
cochonne,
cocktail,
codifiee,
codifier,
codifies,
coeditee,
coediter,
coedites,
coffrees,
coffrets,
cogitees,
cohesifs,
cohesion,
cohesive,
coiffage,
coiffant,
coiffees,
coiffeur,
coiffure,
collante,
collants,
collecte,
collecte,
colleges,
collegue,
colliers,
colmatee,
colmater,
colmates,
colombes,
colonels,
colonial,
colonies,
colonnes,
colorant,
colorees,
coloriee,
colorier,
colories,
coltinee,
coltiner,
coltines,
comateux,
combatif,
combinee,
combiner,
combines,
comedien,
comedies,
comedons,
commande,
commande,
commando,
commence,
commente,
commerce,
communes,
commutee,
commuter,
commutes,
compacte,
compacts,
compagne,
comparee,
comparer,
compares,
compatir,
compilee,
compiler,
compiles,
complete,
complets,
complexe,
complexe,
complice,
composee,
composer,
composes,
composte,
compotes,
comptine,
comptoir,
comtesse,
concedee,
conceder,
concedes,
concepts,
concerts,
concocte,
concubin,
conduite,
confiant,
confinee,
confiner,
confines,
confites,
conflits,
conforts,
confrere,
congelee,
congeler,
congeles,
conjoint,
conjugal,
conjuree,
conjurer,
conjures,
connerie,
connotee,
connoter,
connotes,
conquete,
conquise,
consacre,
conseils,
consigne,
consigne,
consolee,
consoler,
consoles,
conspuee,
conspuer,
conspues,
constate,
constats,
constipe,
consumee,
consumer,
consumes,
contacte,
contacts,
contenir,
contente,
contents,
contenue,
contenus,
conteste,
conteurs,
conteuse,
contexte,
contigue,
contigus,
continue,
continus,
contours,
contrees,
convives,
convoite,
convoyee,
convoyer,
convoyes,
cooperer,
copieurs,
copieuse,
copilote,
coquette,
coquille,
coquines,
corbeaux,
cordages,
corniaud,
corniche,
corniere,
corolles,
corporel,
correlee,
correler,
correles,
corridor,
corrigee,
corriger,
corriges,
corrompu,
corrosif,
corsages,
corsaire,
cosmique,
costaude,
costauds,
costumee,
costumer,
costumes,
costumes,
cotelees,
cotisees,
couchage,
couchees,
couchers,
couettes,
couffins,
couilles,
couillon,
coulante,
coulants,
couleurs,
coulisse,
couloirs,
coupable,
coupante,
coupants,
couperet,
coupoles,
coupures,
courages,
courante,
courants,
courbure,
couronne,
couronne,
courriel,
courrier,
coursier,
courtise,
courtois,
cousines,
coussins,
couteuse,
couvents,
couverte,
couverts,
couveuse,
couvreur,
crachats,
crachees,
cracheur,
crachoir,
craindre,
craintes,
craintif,
cramoisi,
crampons,
crâneurs,
crâneuse,
crapauds,
crapette,
crapules,
craquage,
craquant,
craquees,
crasseux,
cravache,
cravates,
creances,
createur,
creatifs,
creatine,
creation,
creative,
creature,
credence,
credible,
creditee,
crediter,
credites,
credules,
cremerie,
cremeuse,
cremiere,
cremiers,
creneaux,
creperie,
crepiere,
crepiers,
crepitee,
crepiter,
crepites,
creusees,
crevette,
criblees,
criminel,
criniere,
criquets,
crispees,
cristaux,
criteres,
critique,
critique,
croasser,
crochues,
croisade,
croquant,
croquees,
crotales,
croutons,
croyable,
croyance,
croyante,
croyants,
cruautes,
cruciale,
cruciaux,
crucifix,
crudites,
cruelles,
crustace,
cubistes,
cueillir,
cuillere,
cuisante,
cuisants,
cuisinee,
cuisiner,
cuisines,
cuisines,
cuivrees,
culbutes,
culminer,
culottes,
cultivee,
cultiver,
cultives,
culturel,
cultures,
cupidite,
cupidons,
curatifs,
curative,
curieuse,
cyclique,
cycliste,
cyclones,
cyclopes,
cylindre,
cystites,
dandinee,
dandiner,
dandines,
dansante,
dansants,
danseurs,
danseuse,
dattiers,
dauphins,
daurades,
deballee,
deballer,
deballes,
debattre,
debattue,
debattus,
debauche,
debauche,
debitees,
debiteur,
deboitee,
deboiter,
deboites,
debordee,
deborder,
debordes,
debouler,
debrayee,
debrayer,
debrayes,
debridee,
debrider,
debrides,
decalage,
decampee,
decamper,
decampes,
decantee,
decanter,
decantes,
decapite,
decelees,
decembre,
decennie,
decentes,
decernee,
decerner,
decernes,
decevant,
decevoir,
decharge,
decharge,
decharne,
dechiree,
dechirer,
dechires,
decidees,
decideur,
decimale,
decisifs,
decision,
decisive,
declamee,
declamer,
declames,
declaree,
declarer,
declares,
declinee,
decliner,
declines,
declouee,
declouer,
decloues,
decochee,
decocher,
decoches,
decodeur,
decoiffe,
decoince,
decollee,
decoller,
decolles,
decolore,
decoudre,
decouler,
decoupee,
decouper,
decoupes,
decoupes,
decousue,
decousus,
decrasse,
decrepie,
decrepir,
decrepis,
decretee,
decreter,
decretes,
decrispe,
decroche,
decroise,
decuplee,
decupler,
decuples,
dedicace,
dedicace,
dedouble,
deductif,
deduites,
defendre,
defendue,
defendus,
defenses,
defensif,
defequee,
defequer,
defeques,
deferlee,
deferler,
deferles,
deferree,
deferrer,
deferres,
defiance,
defiante,
defiants,
defigure,
defleuri,
defloree,
deflorer,
deflores,
defoncee,
defoncer,
defonces,
deformee,
deformer,
deformes,
defoulee,
defouler,
defoules,
defrayer,
defriche,
defrisee,
defriser,
defrises,
defuntes,
degagees,
degainee,
degainer,
degaines,
degarnie,
degarnir,
degarnis,
degelees,
degermee,
degermer,
degermes,
degivree,
degivrer,
degivres,
deglacee,
deglacer,
deglaces,
deglutie,
deglutir,
deglutis,
degommee,
degommer,
degommes,
degonfle,
degorgee,
degorger,
degorges,
degoutee,
degouter,
degoutes,
degradee,
degrader,
degrades,
degrafee,
degrafer,
degrafes,
degrisee,
degriser,
degrises,
deguisee,
deguiser,
deguises,
degustee,
deguster,
degustes,
dejantee,
dejanter,
dejantes,
dejeuner,
delabree,
delabrer,
delabres,
delacees,
delassee,
delasser,
delasses,
delation,
delavees,
delayees,
deleguee,
deleguer,
delegues,
delestee,
delester,
delestes,
delicate,
delicats,
delivree,
delivrer,
delivres,
delogees,
deloyale,
deloyaux,
delurees,
demandee,
demander,
demandes,
demandes,
demanger,
demarche,
demarche,
demarque,
demarree,
demarrer,
demarres,
demelees,
demenage,
demences,
demenees,
dementie,
dementir,
dementis,
demesure,
demeuree,
demeurer,
demeures,
demeures,
demineur,
demodees,
demolies,
demontee,
demonter,
demontes,
demordre,
demotive,
demoulee,
demouler,
demoules,
demunies,
denature,
deneigee,
deneiger,
deneiges,
denervee,
denerver,
denerves,
denichee,
denicher,
deniches,
denigree,
denigrer,
denigres,
denoncee,
denoncer,
denonces,
denouees,
densifie,
densites,
dentaire,
dentelee,
denteler,
denteles,
dentelle,
dentiers,
depannee,
depanner,
depannes,
depassee,
depasser,
depasses,
depaysee,
depayser,
depayses,
depecees,
depechee,
depecher,
depeches,
depeches,
dependre,
depensee,
depenser,
depenses,
depenses,
dephasee,
dephaser,
dephases,
depilage,
depilees,
depistee,
depister,
depistes,
depitees,
deplacee,
deplacer,
deplaces,
deplaire,
depliage,
depliant,
depliees,
deploree,
deplorer,
deplores,
deployee,
deployer,
deployes,
deplumee,
deplumer,
deplumes,
depollue,
deportee,
deporter,
deportes,
depotoir,
depourvu,
deprecie,
deprimee,
deprimer,
deprimes,
deracine,
derangee,
deranger,
deranges,
derapage,
dereglee,
deregler,
deregles,
derision,
derivees,
derniere,
derniers,
derobade,
deroulee,
derouler,
deroules,
derriere,
desarmee,
desarmer,
desarmes,
desarroi,
desastre,
desaveux,
desavoue,
descente,
desertee,
deserter,
desertes,
desherbe,
designee,
designer,
designes,
desirees,
desistee,
desister,
desistes,
desobeir,
desolees,
desordre,
desoxyde,
despotes,
desserte,
desserts,
dessinee,
dessiner,
dessines,
destinee,
destiner,
destines,
detachee,
detacher,
detaches,
detaille,
detartre,
detectee,
detecter,
detectes,
detendre,
detendue,
detendus,
detentes,
detenues,
detestee,
detester,
detestes,
detonnee,
detonner,
detonnes,
detouree,
detourer,
detoures,
detourne,
detresse,
detritus,
detroits,
detronee,
detroner,
detrones,
detruite,
detruits,
deuxieme,
devalise,
devaluee,
devaluer,
devalues,
devancee,
devancer,
devances,
devastee,
devaster,
devastes,
devenues,
deversee,
deverser,
deverses,
devidees,
devidoir,
devinees,
devissee,
devisser,
devisses,
devoilee,
devoiler,
devoiles,
devorees,
devotion,
devouees,
diabetes,
diabolos,
diademes,
dialecte,
dialogue,
diamants,
diametre,
diarrhee,
diffamee,
diffamer,
diffames,
diffusee,
diffuser,
diffuses,
diffuses,
digerees,
digestes,
digestif,
digicode,
digitale,
digitaux,
dilatees,
dilation,
diluants,
dilution,
diluvial,
diluvien,
dimanche,
diminuee,
diminuer,
diminues,
dinettes,
dioceses,
dioxines,
dioxydes,
diplomee,
diplomer,
diplomes,
diplomes,
directes,
directif,
dirigees,
disciple,
discount,
discours,
discrete,
discrets,
discutee,
discuter,
discutes,
disettes,
disgrâce,
disloque,
disparue,
disparus,
disposee,
disposer,
disposes,
disputee,
disputer,
disputes,
disputes,
dissipee,
dissiper,
dissipes,
dissocie,
dissolue,
dissolus,
distance,
distance,
distante,
distants,
distrait,
district,
divaguer,
diverger,
divertie,
divertir,
divertis,
divinite,
divisees,
divorcee,
divorcer,
divorces,
divorces,
divulgue,
dixiemes,
dizaines,
docteurs,
doctoral,
doctorat,
doctrine,
document,
doleance,
domaines,
domicile,
dommages,
domptage,
donateur,
donation,
dorlotee,
dorloter,
dorlotes,
dormeurs,
dormeuse,
dorsales,
dortoirs,
dosettes,
dossards,
dossiers,
dotation,
douanier,
doublees,
doublons,
doublure,
douceurs,
douchees,
doudoune,
douteuse,
douzaine,
douzieme,
doyennes,
dragonne,
draguees,
drainage,
drainees,
drapeaux,
dressage,
dressees,
dribblee,
dribbler,
dribbles,
dribbles,
droguees,
droitier,
droiture,
dualisme,
dualites,
duchesse,
dulcinee,
durables,
duvetees,
dynamise,
dynamite,
dynastie,
dyslexie,
ebauchee,
ebaucher,
ebauches,
ebauches,
ebeniste,
eberluee,
eberluer,
eberlues,
eblouies,
eborgnee,
eborgner,
eborgnes,
eboueurs,
eboueuse,
eboulees,
ebranlee,
ebranler,
ebranles,
ebrechee,
ebrecher,
ebreches,
ebrouees,
ebruitee,
ebruiter,
ebruites,
ecaillee,
ecailler,
ecailles,
ecailles,
ecartees,
ecartele,
ecarteur,
ecervele,
echafaud,
echalote,
echancre,
echangee,
echanger,
echanges,
echappee,
echapper,
echappes,
echardes,
echarpee,
echarper,
echarpes,
echarpes,
echasses,
echaudee,
echauder,
echaudes,
echeance,
echeante,
echelles,
echelons,
echouees,
eclairci,
eclairee,
eclairer,
eclaires,
eclatant,
eclatees,
eclipsee,
eclipser,
eclipses,
eclipses,
eclosion,
ecœuree,
ecœurer,
ecœures,
ecoliere,
ecoliers,
ecologie,
ecorchee,
ecorcher,
ecorches,
ecoulees,
ecourtee,
ecourter,
ecourtes,
ecouteur,
ecrasees,
ecraseur,
ecremage,
ecriteau,
ecriture,
ecrivain,
ecrouees,
ecroulee,
ecrouler,
ecroules,
ecureuil,
editeurs,
editions,
editrice,
edredons,
educatif,
edulcore,
eduquees,
effacees,
effaceur,
effarees,
effemine,
effilees,
effluves,
efforcee,
efforcer,
efforces,
effrayee,
effrayer,
effrayes,
effusion,
effusive,
egalisee,
egaliser,
egalises,
egoismes,
egoistes,
egorgees,
egouttee,
egoutter,
egouttes,
egrainee,
egrainer,
egraines,
egyptien,
ehontees,
ejaculee,
ejaculer,
ejacules,
ejectees,
elaboree,
elaborer,
elabores,
elaguees,
elancees,
elargies,
electeur,
electifs,
election,
elective,
electron,
elements,
elephant,
elevages,
eleveurs,
eleveuse,
eligible,
eliminee,
eliminer,
elimines,
elitisme,
elitiste,
ellipses,
elogieux,
eloignee,
eloigner,
eloignes,
elucidee,
elucider,
elucides,
emaillee,
emailler,
emailles,
emancipe,
emballee,
emballer,
emballes,
embargos,
embarque,
embauche,
embauche,
embaumee,
embaumer,
embaumes,
embellie,
embellir,
embellis,
embetees,
embobine,
emboitee,
emboiter,
emboites,
embossee,
embosser,
embosses,
emboutie,
emboutir,
emboutis,
embrayee,
embrayer,
embrayes,
embroche,
embrumee,
embrumer,
embrumes,
embryons,
embuches,
embusque,
emechees,
emeraude,
emetteur,
emiettee,
emietter,
emiettes,
emincees,
emission,
emmenees,
emmental,
emmerdee,
emmerder,
emmerdes,
emmerdes,
emmurees,
emondage,
emondees,
emotions,
emotives,
emoussee,
emousser,
emousses,
emouvoir,
empalees,
empâtees,
empechee,
empecher,
empeches,
empereur,
empestee,
empester,
empestes,
empetree,
empetrer,
empetres,
empilees,
employee,
employer,
employes,
emplumee,
emplumer,
emplumes,
empochee,
empocher,
empoches,
emportee,
emporter,
emportes,
emprunts,
emulsion,
encadree,
encadrer,
encadres,
encastre,
enceinte,
encensee,
encenser,
encenses,
encercle,
enchaine,
enchante,
encheres,
encherie,
encherir,
encheris,
enclavee,
enclaver,
enclaves,
enclaves,
enclines,
encodage,
encolure,
encombre,
encordee,
encorder,
encordes,
encornee,
encorner,
encornes,
encornet,
encourue,
encourus,
endettee,
endetter,
endettes,
endormie,
endormir,
endormis,
endossee,
endosser,
endosses,
enduites,
endurant,
endurcie,
endurcir,
endurcis,
endurees,
energies,
enervant,
enervees,
enfances,
enfantee,
enfanter,
enfantes,
enfantin,
enfarine,
enfermee,
enfermer,
enfermes,
enferree,
enferrer,
enferres,
enfichee,
enficher,
enfiches,
enfilade,
enfilage,
enfilees,
enflamme,
enflures,
enfoncee,
enfoncer,
enfonces,
enforcie,
enforcir,
enforcis,
enfouies,
enfourne,
enfumees,
engagees,
engelure,
engendre,
englobee,
englober,
englobes,
englouti,
engluage,
engluees,
engobage,
engobees,
engorgee,
engorger,
engorges,
engourdi,
engrains,
engrange,
engravee,
engraver,
engraves,
engueule,
enhardie,
enhardir,
enhardis,
enivrees,
enjambee,
enjamber,
enjambes,
enjolees,
enjolive,
enlacees,
enlaidie,
enlaidir,
enlaidis,
enlevees,
enlisees,
enlumine,
enneigee,
enneiger,
enneiges,
ennemies,
ennoblie,
ennoblir,
ennoblis,
ennoyage,
ennoyees,
ennuagee,
ennuager,
ennuages,
ennuyees,
ennuyeux,
enoncees,
enquerir,
enqueter,
enquetes,
enracine,
enragees,
enrayees,
enrhumee,
enrhumer,
enrhumes,
enrichie,
enrichir,
enrichis,
enrobage,
enrobees,
enrouees,
enroulee,
enrouler,
enroules,
ensablee,
ensabler,
ensables,
ensachee,
ensacher,
ensaches,
enseigne,
enseigne,
ensemble,
enseveli,
ensilage,
entachee,
entacher,
entaches,
entaille,
entartee,
entarter,
entartes,
entassee,
entasser,
entasses,
entendre,
entendue,
entendus,
ententes,
enterree,
enterrer,
enterres,
entetees,
entichee,
enticher,
entiches,
entonnee,
entonner,
entonnes,
entouree,
entourer,
entoures,
entraide,
entraide,
entrante,
entrants,
entravee,
entraver,
entraves,
entraves,
entremet,
entrepot,
entresol,
entrevue,
entrevus,
enucleee,
enucleer,
enuclees,
enumeree,
enumerer,
enumeres,
envahies,
envenime,
enviable,
environs,
envisage,
envoilee,
envoiler,
envoiles,
envolees,
envoutee,
envouter,
envoutes,
envoyees,
envoyeur,
eolienne,
epaillee,
epailler,
epailles,
epaisses,
epaissie,
epaissir,
epaissis,
epanchee,
epancher,
epanches,
epanouie,
epanouir,
epanouis,
epargnee,
epargner,
epargnes,
epaulees,
eperlans,
eperonne,
epervier,
epeurees,
epicerie,
epiciere,
epiciers,
epidemie,
epiderme,
epileurs,
epileuse,
epilogue,
epinards,
epineuse,
epinglee,
epingler,
epingles,
epingles,
episodes,
epluchee,
eplucher,
epluches,
epongees,
epousees,
epreuves,
eprouvee,
eprouver,
eprouves,
epuisees,
equateur,
equation,
equeutee,
equeuter,
equeutes,
equinoxe,
equipage,
equipees,
equipier,
eradique,
eraflees,
eraflure,
eraillee,
erailler,
erailles,
erection,
ereintee,
ereinter,
ereintes,
ermitage,
erogenes,
erosions,
erosives,
erotique,
erotisee,
erotiser,
erotises,
erotisme,
errances,
errantes,
erronees,
eructees,
erudites,
eruption,
esbaudie,
esbaudir,
esbaudis,
escabeau,
escadres,
escadron,
escalade,
escalier,
escalope,
escamote,
escapade,
escargot,
escarpee,
escarpes,
escarpin,
esclaves,
escompte,
escompte,
escortee,
escorter,
escortes,
escortes,
escrimee,
escrimer,
escrimes,
escroque,
espacees,
espalier,
esperees,
espiegle,
espionne,
esquimau,
esquinte,
esquisse,
esquisse,
esquivee,
esquiver,
esquives,
esquives,
essayage,
essayees,
essences,
essorees,
essuyage,
essuyees,
essuyeur,
estampee,
estamper,
estampes,
estimees,
estivale,
estomacs,
estompee,
estomper,
estompes,
estragon,
etablies,
etalages,
etamines,
etanches,
etatique,
etatisee,
etatiser,
etatises,
etatisme,
etatiste,
eteindre,
eteintes,
etendard,
etendues,
eternels,
eternise,
eternite,
eternuer,
ethanols,
ethiques,
ethnique,
etoffees,
etoilees,
etonnees,
etouffee,
etouffer,
etouffes,
etourdie,
etourdir,
etourdis,
etranger,
etranges,
etrangle,
etreinte,
etreints,
etrillee,
etriller,
etrilles,
etriquee,
etriquer,
etriques,
etudiant,
etudiees,
eunuques,
euphorie,
europeen,
evacuees,
evaluees,
evangile,
evanouie,
evanouir,
evanouis,
evaporee,
evaporer,
evapores,
evasives,
eveillee,
eveiller,
eveilles,
eventees,
eventree,
eventrer,
eventres,
evertuee,
evertuer,
evertues,
evidence,
evidente,
evidents,
evoluees,
evolutif,
evoquees,
exacerbe,
exageree,
exagerer,
exageres,
exaltant,
exaltees,
examinee,
examiner,
examines,
exaucees,
excedees,
exceller,
excentre,
exceptee,
excepter,
exceptes,
excessif,
excision,
excitant,
